GEOID,NAME,total_pop,pct_nh_white,pct_nh_black,pct_nh_native,pct_nh_asian,pct_hispanic,pct_in_pov,pct_high_school_or_higher,pct_bachelor_or_higher,per_capita_income,median_household_income,median_age,r95_to_r5,r85_to_r15,total_sales,prd,prd_lower_ci,prd_upper_ci,prb,prb_lower_ci,prb_upper_ci,r95rank,r85rank,prdrank,prbrank,density_bin
27005,"Becker County, Minnesota",33552,0.865999046,0.005156175,0.074123748,0.005543634,0.018925846,0.126949989,0.92600349,0.240488656,28525,55884,41.8,0.775228648,0.9709767,4369,1.0296,1.0252,1.0339,0.0142,0.0045,0.0239,1833,2433,2142.5,489.5,"0-50,000"
50007,"Chittenden County, Vermont",160985,0.892362642,0.025412305,0.002323198,0.038165046,0.02200205,0.112670009,0.939359105,0.496356606,36384,66906,36.6,0.928890523,0.94434776,5298,1.0178,1.0134,1.0221,0.0142,0.0085,0.0199,2469,2323,2368,489.5,"50,001-250,000"
40109,"Oklahoma County, Oklahoma",774203,0.568379353,0.147925027,0.024596908,0.032776933,0.168030865,0.169645932,0.868092366,0.311952489,29127,50762,34.4,0.934565405,1.015797389,98109,1.0109,1.0101,1.0117,0.0143,0.0132,0.0155,2480,2524,2496.5,495.5,"250,001-1,000,000"
36085,"Richmond County, New York",475948,0.620899762,0.093707716,0.001426626,0.083633086,0.181826586,0.129168714,0.887247113,0.321105246,33922,76244,39.9,0.818185606,0.912183029,34692,1.0223,1.0212,1.0234,0.0143,0.01,0.0186,2036,2124,2289,495.5,"250,001-1,000,000"
48355,"Nueces County, Texas",358484,0.303229712,0.036026712,0.002248357,0.019032928,0.629905379,0.166610568,0.821583243,0.208728022,26780,53317,35.1,0.841974568,0.942362331,33494,1.0356,1.0322,1.0391,0.0144,0.0112,0.0176,2139,2316,2027.5,501,"250,001-1,000,000"
19007,"Appanoose County, Iowa",12547,0.957121224,0.005897824,0.001354906,0.005419622,0.018091974,0.170729732,0.896289674,0.181940098,25543,40377,45.1,0.564679459,0.682012887,1302,1.1771,1.1422,1.212,0.0145,-0.0078,0.0369,846,640,679.5,505.5,"0-50,000"
27133,"Rock County, Minnesota",9433,0.940845966,0.010071027,0.006678681,0.009965016,0.028198876,0.109986945,0.905,0.218125,29000,56753,40.9,0.782549226,0.84160603,1134,1.0329,1.0134,1.0523,0.0145,-0.0076,0.0366,1878,1596,2083.5,505.5,"0-50,000"
16007,"Bear Lake County, Idaho",5942,0.936553349,0.008078088,0.002187816,0.00673174,0.041231908,0.145240933,0.9375,0.202868852,24411,50603,39.3,0.705626198,0.731412553,601,1.053,1.0103,1.0956,0.0147,-0.0156,0.0451,1473,883,1705.5,512,"0-50,000"
45089,"Williamsburg County, South Carolina",32256,0.31172495,0.649119544,0.002759177,0.004712302,0.02328249,0.281646193,0.800886918,0.12594235,17440,30976,41.7,0.370084561,0.370884235,495,1.6702,1.3944,1.946,0.0147,-0.0446,0.0741,249,40,63,512,"0-50,000"
21031,"Butler County, Kentucky",12735,0.950687083,0.003690616,0.001806046,0.001177856,0.031330978,0.219657363,0.777616765,0.117266748,21787,39362,41.2,0.871545479,0.913235578,1263,1.0399,1.0286,1.0512,0.0148,6.00E-04,0.029,2279,2131,1930,517,"0-50,000"
56001,"Albany County, Wyoming",37944,0.828905756,0.013019186,0.00706304,0.029069155,0.092979127,0.229960762,0.961875149,0.497679981,26034,45816,27.1,0.874909653,0.879483691,2928,1.0161,1.0133,1.0189,0.0148,0.0019,0.0278,2294,1900,2396.5,517,"0-50,000"
51079,"Greene County, Virginia",19213,0.832509239,0.059126633,0.001769635,0.01254359,0.056836517,0.093673009,0.846310548,0.266787385,30215,62952,39.6,0.917299513,0.898882126,842,1.0109,1.0052,1.0167,0.0148,-0.0015,0.0311,2437,2025,2496.5,517,"0-50,000"
1083,"Limestone County, Alabama",91695,0.771863242,0.130748678,0.007219587,0.012465238,0.058051148,0.148204133,0.837495637,0.245835052,26685,52831,39.1,0.545485999,0.736254159,2242,1.1326,1.1071,1.1581,0.0148,-0.0104,0.04,780,905,923.5,517,"50,001-250,000"
53013,"Columbia County, Washington",3999,0.865466367,0.005251313,0.00500125,0.024756189,0.074268567,0.144887084,0.905356556,0.264541571,28950,46250,50,0.428520492,0.503947695,384,1.3165,1.1266,1.5065,0.0149,-0.0411,0.0709,389,145,277,522,"0-50,000"
19021,"Buena Vista County, Iowa",20369,0.614463155,0.026118121,1.96E-04,0.089007806,0.250282292,0.13742039,0.794306272,0.201079305,26345,52784,35.1,0.930982223,0.952319175,1674,1.0111,0.9996,1.0227,0.015,0.005,0.025,2474,2362,2494,525.5,"0-50,000"
27139,"Scott County, Minnesota",141463,0.823056206,0.033733202,0.007606229,0.060015693,0.049136523,0.056303374,0.948973159,0.389403139,38322,93151,36,0.775836828,0.979170202,16509,1.0192,1.0173,1.0211,0.0151,0.009,0.0212,1839,2452,2339.5,531.5,"50,001-250,000"
6101,"Sutter County, California",95583,0.47329546,0.018497013,0.0067376,0.151355367,0.302459642,0.167344303,0.786523766,0.175123041,24849,54347,35.7,0.72614464,0.805226152,11094,1.0519,1.0472,1.0566,0.0151,0.0065,0.0236,1586,1332,1724.5,531.5,"50,001-250,000"
39059,"Guernsey County, Ohio",39414,0.947531334,0.012203785,0.002029736,0.003272949,0.011188918,0.202453039,0.84318813,0.139270574,22864,42744,42.4,0.592320129,0.769438912,2314,1.1412,1.0949,1.1875,0.0151,-0.0023,0.0324,944,1108,865,531.5,"0-50,000"
12079,"Madison County, Florida",18518,0.543957231,0.387730856,0.002430068,0.009720272,0.050545415,0.318679314,0.822375318,0.125131047,17192,31816,42.4,0.71653649,0.694019106,748,1.0882,1.0601,1.1163,0.0152,-0.0184,0.0488,1534,697,1266.5,537,"0-50,000"
16075,"Payette County, Idaho",22839,0.788125575,0.003940628,0.00626122,0.005604449,0.17010377,0.154883659,0.868589097,0.14182967,23361,48447,38.8,0.585952094,0.772936868,1464,1.093,1.0646,1.1213,0.0152,-0.0138,0.0442,919,1128,1219.5,537,"0-50,000"
48337,"Montague County, Texas",19406,0.863032052,0.002112749,0.002576523,9.79E-04,0.106771102,0.154572148,0.827145063,0.162341004,26278,46592,44,0.587422138,0.925772451,1778,1.1561,1.0839,1.2282,0.0154,-0.0028,0.0336,926,2210,787,540,"0-50,000"
21139,"Livingston County, Kentucky",9288,0.95790267,0.001507321,0.001830319,0.001830319,0.0166882,0.162197515,0.831084087,0.089129468,24464,43472,45.8,0.925689593,0.945165273,430,1.012,0.9773,1.0468,0.0154,-0.0065,0.0372,2459,2324,2476.5,540,"0-50,000"
13173,"Lanier County, Georgia",10388,0.687042742,0.240566038,0,0.002791683,0.05458221,0.287012079,0.798799239,0.157563333,17739,31109,33.8,0.480030251,0.787278802,661,1.116,1.0893,1.1427,0.0155,-0.0166,0.0476,562,1219,1040,544,"0-50,000"
48139,"Ellis County, Texas",164092,0.625850133,0.089218243,0.002553446,0.006727933,0.254680301,0.105070741,0.848364727,0.221048409,28612,67371,36,0.839576974,0.884199851,17249,1.0312,1.0293,1.0331,0.0157,0.0107,0.0206,2130,1930,2106.5,554,"50,001-250,000"
55033,"Dunn County, Wisconsin",44260,0.930682332,0.005128784,0.001762314,0.025101672,0.018097605,0.128240479,0.932623982,0.276647197,26354,54605,34.2,0.829526483,0.830191334,3663,1.0372,1.0333,1.0411,0.0157,0.0053,0.0261,2096,1505,1991,554,"0-50,000"
55053,"Jackson County, Wisconsin",20531,0.864156641,0.022210316,0.057912425,0.003653013,0.032243924,0.130001039,0.884618039,0.138361742,24740,51108,42.1,0.556853425,0.762601793,1769,1.1973,1.133,1.2616,0.0157,-0.0016,0.033,816,1064,578,554,"0-50,000"
49021,"Iron County, Utah",48504,0.863083457,0.005030513,0.02465776,0.005587168,0.084570345,0.208876358,0.924643282,0.287195303,19791,45422,29.1,0.826560724,0.853680084,817,1.0261,1.0197,1.0324,0.016,-0.0142,0.0463,2081,1695,2218,566,"0-50,000"
29165,"Platte County, Missouri",96899,0.819925902,0.065501192,0.002600646,0.027502864,0.057802454,0.072471188,0.951920004,0.415003881,37443,74199,38.2,0.823835969,0.907879193,10117,1.0208,1.0171,1.0245,0.016,0.0094,0.0227,2068,2089,2314.5,566,"50,001-250,000"
48277,"Lamar County, Texas",49401,0.749762151,0.123337584,0.003076861,0.008845975,0.074674602,0.177772294,0.846429317,0.170760094,23625,42198,40.4,0.831568229,0.973318769,4382,1.0353,1.0298,1.0407,0.0163,0.0076,0.0249,2102,2440,2034,574.5,"0-50,000"
36101,"Steuben County, New York",97539,0.938137565,0.015891079,0.001250782,0.014988876,0.015911584,0.145278097,0.899108007,0.225668261,27731,50157,42.4,0.776183314,0.764754494,9756,1.0525,1.0472,1.0578,0.0163,0.0094,0.0232,1840,1079,1712,574.5,"50,001-250,000"
37099,"Jackson County, North Carolina",41725,0.810137807,0.021402037,0.079137208,0.009922109,0.05490713,0.215756396,0.879959575,0.304611469,23674,45078,37.2,0.691340625,1.001987021,4170,1.0673,1.0581,1.0765,0.0165,0.0065,0.0265,1394,2494,1500,577.5,"0-50,000"
51157,"Rappahannock County, Virginia",7359,0.892240794,0.038048648,0.001630656,0.011958146,0.035466775,0.088879815,0.886075949,0.336347197,38185,62541,49.5,0.612466669,0.865845337,988,1.1334,1.1072,1.1596,0.0166,-0.0073,0.0406,1028,1790,920.5,580.5,"0-50,000"
27009,"Benton County, Minnesota",39360,0.914837398,0.02804878,0.003429878,0.010797764,0.021646341,0.14083232,0.922149998,0.221461968,27018,53574,35.6,0.684005708,0.85615117,4267,1.0451,1.0395,1.0506,0.0166,-2.00E-04,0.0333,1360,1721,1843.5,580.5,"0-50,000"
27019,"Carver County, Minnesota",98799,0.896375469,0.01466614,0.001983826,0.024737092,0.041002439,0.040206038,0.961419487,0.474507341,44212,93095,37.2,0.69642254,0.9666358,14084,1.0991,1.0911,1.107,0.0168,0.0105,0.0232,1430,2415,1174.5,588.5,"50,001-250,000"
48365,"Panola County, Texas",23574,0.734325952,0.163060999,5.09E-04,0.006362942,0.085560363,0.152741514,0.848693347,0.146761773,26205,49704,38.7,0.824606702,0.920777871,494,1.0435,1.0358,1.0512,0.0168,-0.0152,0.0489,2070,2176,1870.5,588.5,"0-50,000"
38029,"Emmons County, North Dakota",3389,0.966951903,0,8.85E-04,0.008557096,0.002950723,0.119076185,0.85770751,0.155335968,29622,46581,52.1,0.393057711,0.543620104,140,1.1923,1.1392,1.2454,0.0169,-0.0948,0.1286,302,214,606.5,591,"0-50,000"
21177,"Muhlenberg County, Kentucky",31153,0.921452188,0.04866305,0.002439572,0.002279074,0.014862132,0.205373075,0.79922977,0.112843356,20376,40037,42,0.661823732,0.681064757,2377,1.0895,1.0805,1.0985,0.017,-0.0013,0.0353,1252,634,1251,595,"0-50,000"
48377,"Presidio County, Texas",7191,0.1361424,0,0,0.049784453,0.814073147,0.26342889,0.525127297,0.20234669,15329,26486,41.4,0.572133378,0.589743307,141,1.109,1.0062,1.2118,0.017,-0.0842,0.1182,874,317,1094,595,"0-50,000"
53073,"Whatcom County, Washington",212738,0.797676015,0.009340127,0.027555021,0.040373605,0.090242458,0.152577121,0.922570643,0.338412512,29186,56419,36.9,0.871979345,0.920463945,33935,1.0234,1.0206,1.0262,0.017,0.0139,0.02,2281,2173,2267,595,"50,001-250,000"
27107,"Norman County, Minnesota",6589,0.896797693,0.00880255,0.020640461,0.005767188,0.049779936,0.119844358,0.908056042,0.175131349,27099,53034,44.3,0.657176841,0.863667402,843,1.106,1.089,1.123,0.017,-0.0123,0.0462,1232,1772,1118,595,"0-50,000"
5115,"Pope County, Arkansas",63372,0.847361611,0.029066465,0.003818721,0.010162217,0.085148015,0.198484671,0.840031028,0.222124912,21650,40668,34.9,0.887289448,1.00047836,6561,1.0113,1.0061,1.0165,0.017,0.0112,0.0228,2346,2491,2491,595,"50,001-250,000"
48215,"Hidalgo County, Texas",839539,0.065915937,0.004195159,7.06E-04,0.009473056,0.918115775,0.318450485,0.636887088,0.178443114,15883,37097,28.9,0.693901119,0.897931954,41995,1.2146,1.2066,1.2227,0.0172,0.0138,0.0205,1411,2017,521,604,"250,001-1,000,000"
13251,"Screven County, Georgia",14037,0.545130726,0.417183159,0.002849612,0.005414262,0.018166275,0.226420621,0.819667046,0.147244339,20255,36556,41.2,0.616073562,0.598389711,386,1.2212,1.1703,1.2721,0.0173,-0.0405,0.0752,1041,343,492,607.5,"0-50,000"
51047,"Culpeper County, Virginia",49795,0.711396727,0.136037755,0.003333668,0.013816648,0.096917361,0.0894211,0.848518574,0.234441269,29979,69693,38.8,0.806163948,0.912119181,6838,1.0266,1.022,1.0311,0.0173,0.0077,0.0268,1984,2122,2208,607.5,"0-50,000"
16001,"Ada County, Idaho",435117,0.852157006,0.012438034,0.004306888,0.025505784,0.0786639,0.118226855,0.94695446,0.376339961,31642,60151,36.4,0.731560186,0.832831443,71776,1.0404,1.0392,1.0415,0.0175,0.0142,0.0207,1615,1522,1920.5,612.5,"250,001-1,000,000"
47101,"Lewis County, Tennessee",11944,0.935448761,0.011972539,0,0.026707971,0.022019424,0.221437686,0.831770223,0.120046893,20099,37092,44.7,0.774575762,0.681390188,1477,1.0988,1.086,1.1115,0.0176,-0.0012,0.0364,1829,639,1179.5,615,"0-50,000"
37087,"Haywood County, North Carolina",59854,0.930664617,0.010275003,0.004143416,0.005480001,0.037390985,0.165976296,0.877730914,0.243109951,27166,45538,47.5,0.73943608,0.874660397,9680,1.0772,1.0706,1.0838,0.0177,0.0107,0.0246,1653,1869,1381,618.5,"50,001-250,000"
5119,"Pulaski County, Arkansas",392848,0.53193347,0.358795259,0.001929499,0.020947033,0.060114854,0.173406638,0.903691814,0.336693419,29855,48850,36.7,0.933437129,1.014289537,48716,1.0114,1.0108,1.012,0.0177,0.0159,0.0196,2479,2520,2488.5,618.5,"250,001-1,000,000"
37141,"Pender County, North Carolina",57630,0.7451848,0.156411591,0.003401006,0.004580947,0.067586327,0.157592004,0.86832292,0.256167733,25997,49357,42.6,0.774447225,0.930093236,7887,1.0486,1.0398,1.0574,0.0178,0.0105,0.0251,1828,2240,1783,623,"50,001-250,000"
21137,"Lincoln County, Kentucky",24413,0.943390816,0.021750707,0.00159751,1.64E-04,0.015770286,0.238312286,0.786676958,0.1077599,19351,37930,40.6,0.634805914,0.663510591,1378,1.1368,1.0915,1.1821,0.0179,-0.0027,0.0386,1126,564,899,626.5,"0-50,000"
19077,"Guthrie County, Iowa",10664,0.956020255,0.003375844,0.003094524,0.00271943,0.023630908,0.10086346,0.924079245,0.210876213,30646,56306,45.7,0.891872459,0.901284855,835,1.0503,1.0241,1.0764,0.0179,3.00E-04,0.0355,2364,2042,1752,626.5,"0-50,000"
29131,"Miller County, Missouri",24947,0.95049505,0.003808073,0.012225919,0.004770113,0.018078326,0.165289593,0.864319249,0.160035211,23346,41461,41.1,0.614464135,0.646205074,1027,1.1061,1.093,1.1192,0.0183,-0.011,0.0477,1034,502,1117,630,"0-50,000"
16043,"Fremont County, Idaho",12889,0.851113352,0.002017224,0.003025836,0.001086198,0.124524789,0.119069008,0.879049939,0.211084044,21611,51806,36.7,0.675659302,0.779933381,899,1.0747,1.0414,1.1081,0.0184,-0.0088,0.0456,1321,1174,1414,634.5,"0-50,000"
37147,"Pitt County, North Carolina",176484,0.550962127,0.343271911,0.002266494,0.017225358,0.060464405,0.24278445,0.892629724,0.308712049,25462,43526,32,0.986304501,0.96227432,18845,1.0067,1.0048,1.0086,0.0184,0.0159,0.0208,2561,2397,2550,634.5,"50,001-250,000"
38071,"Ramsey County, North Dakota",11574,0.845861414,3.46E-04,0.092966995,0.005702436,0.02505616,0.121113815,0.913438486,0.247444795,33884,55927,42.4,0.696317027,0.836165329,844,1.0534,1.0436,1.0633,0.0184,-0.007,0.0438,1426,1547,1700,634.5,"0-50,000"
27049,"Goodhue County, Minnesota",46138,0.92418397,0.01033855,0.009644978,0.005461875,0.032056006,0.107671899,0.937854157,0.247035145,33477,62431,42.9,0.597999851,0.764395873,6210,1.0822,1.0745,1.09,0.0186,0.0044,0.0328,961,1076,1320,641,"0-50,000"
48159,"Franklin County, Texas",10639,0.795939468,0.045211016,0.005357646,4.70E-04,0.139016825,0.150265957,0.869589422,0.198051496,23642,43967,42.9,0.73066003,1.046874335,764,1.0669,1.0366,1.0971,0.0187,-0.0015,0.0388,1612,2555,1506,643.5,"0-50,000"
48089,"Colorado County, Texas",20913,0.569884761,0.13039736,0.001434514,6.69E-04,0.289054655,0.120193011,0.820586787,0.189122634,26689,50241,43.4,0.736579111,0.900014116,355,1.0567,1.0226,1.0908,0.0188,-0.0141,0.0518,1638,2036,1644.5,645.5,"0-50,000"
54079,"Putnam County, West Virginia",56644,0.954593602,0.01225196,0.001041593,0.005719935,0.011104442,0.092782587,0.918865319,0.249278273,30690,59113,41.6,1.006042732,0.885335662,20,1.0128,0.982,1.0437,0.0188,-0.1398,0.1775,2578,1940,2468,645.5,"50,001-250,000"
47027,"Clay County, Tennessee",7684,0.947943779,0.021473191,0.007287871,0.004554919,0.015616866,0.266156687,0.768392857,0.127678571,17667,30801,47.6,0.522920601,0.758097389,956,1.2496,1.1297,1.3695,0.0189,-0.0113,0.0492,700,1032,412.5,649,"0-50,000"
48247,"Jim Hogg County, Texas",5262,0.058722919,0,0,0,0.938426454,0.259643063,0.715987461,0.112852665,17761,31403,35.4,0.748706379,0.632948197,32,1.0391,0.9461,1.1321,0.0189,-0.1297,0.1674,1705,460,1954.5,649,"0-50,000"
28053,"Humphreys County, Mississippi",8678,0.212837059,0.754666974,0.001613275,0.001613275,0.028578013,0.404500933,0.682754881,0.136117137,15696,26188,36.4,0.860786367,1.151548078,54,1.0021,0.9176,1.0866,0.0192,-0.0783,0.1166,2228,2600,2574.5,656,"0-50,000"
40101,"Muskogee County, Oklahoma",69471,0.566077932,0.10713823,0.180233479,0.007082092,0.058671964,0.219184557,0.851602828,0.188738993,21800,41329,37.7,0.860320878,1.02537212,6748,1.0115,1.0062,1.0167,0.0192,0.013,0.0254,2226,2536,2486,656,"50,001-250,000"
39013,"Belmont County, Ohio",68889,0.929713017,0.041370901,0.002467738,0.003962897,0.008854824,0.141156331,0.903551794,0.161274374,25326,46484,44.2,0.855107283,0.907943889,6037,1.0275,1.0201,1.035,0.0192,0.0115,0.027,2207,2090,2187,656,"50,001-250,000"
28093,"Marshall County, Mississippi",35981,0.477474223,0.47630694,0.001028321,0.001195075,0.034907312,0.177505738,0.793844771,0.131483222,19775,41134,39.9,0.619469094,0.753702778,660,1.187,1.085,1.2889,0.0192,-0.0179,0.0562,1058,1011,631,656,"0-50,000"
47019,"Carter County, Tennessee",56500,0.951380531,0.013893805,0.002902655,0.003752212,0.017185841,0.245113962,0.825123927,0.154709225,21001,34625,44.4,0.718318464,0.771806812,6396,1.0654,1.0607,1.0701,0.0193,0.009,0.0296,1546,1117,1531,661.5,"50,001-250,000"
54033,"Harrison County, West Virginia",68438,0.944431456,0.016511295,1.02E-04,0.005640141,0.015532307,0.150257525,0.881930841,0.226137699,27162,48315,42,0.880165088,0.933972573,2947,1.0129,1.0074,1.0185,0.0193,0.0095,0.0292,2321,2270,2466.5,661.5,"50,001-250,000"
22019,"Calcasieu Parish, Louisiana",198753,0.681997253,0.245520822,0.003260328,0.013524324,0.032175615,0.16802636,0.861067336,0.217230986,26569,48219,36.1,0.675545868,0.908538334,14621,1.0998,1.091,1.1087,0.0193,0.0125,0.0261,1319,2100,1169.5,661.5,"50,001-250,000"
13191,"McIntosh County, Georgia",14061,0.617239172,0.35097077,0.001351255,0,0.015148282,0.202519865,0.828092442,0.139609775,25226,43285,49.2,0.534787732,1.156370458,947,1.2809,1.2597,1.3021,0.0195,-0.0039,0.0428,747,2602,348,666,"0-50,000"
48147,"Fannin County, Texas",33787,0.794210791,0.064788232,0.004439577,0.006629769,0.105957913,0.148460292,0.851651349,0.162281254,23212,47875,41.9,0.759763934,0.915256972,1957,1.045,1.0334,1.0566,0.0195,0.0038,0.0351,1760,2143,1845.5,666,"0-50,000"
31159,"Seward County, Nebraska",17045,0.950190672,0.004869463,0.001290701,0.006160164,0.024757994,0.092169448,0.930155211,0.280580192,29398,63095,38.3,0.964219338,0.934372409,1739,1.016,1.013,1.0191,0.0198,0.0088,0.0307,2534,2276,2398.5,675,"0-50,000"
13277,"Tift County, Georgia",40531,0.563420592,0.293405048,9.13E-04,0.011793442,0.11393748,0.277979369,0.821642663,0.168158817,20800,38728,35.5,0.939298661,0.919718016,1731,1.0136,1.0026,1.0246,0.0198,0.008,0.0317,2493,2166,2447.5,675,"0-50,000"
27119,"Polk County, Minnesota",31564,0.879102775,0.017615004,0.011278672,0.008268914,0.061969332,0.12369338,0.912782168,0.2451848,28260,55393,38.7,0.825732114,0.887627535,3093,1.0509,1.0386,1.0632,0.0199,0.0087,0.0311,2075,1952,1743.5,679.5,"0-50,000"
47125,"Montgomery County, Tennessee",192120,0.645737039,0.186451176,0.004715803,0.021122215,0.097152821,0.14157867,0.9184907,0.262338719,24827,53737,30.5,0.906319188,0.921486935,37539,1.0146,1.0119,1.0174,0.0199,0.0171,0.0228,2404,2181,2424.5,679.5,"50,001-250,000"
37069,"Franklin County, North Carolina",63866,0.634578649,0.254360693,0.004008393,0.004525099,0.080856794,0.163923105,0.842080044,0.210194861,23862,48344,40.9,0.826927572,0.895815568,6471,1.0278,1.0238,1.0317,0.02,0.0125,0.0274,2082,2003,2178.5,682.5,"50,001-250,000"
36043,"Herkimer County, New York",62943,0.94795291,0.010342691,0.003098041,0.004909204,0.020590058,0.148958215,0.8981332,0.207098843,24932,49077,43.7,0.735347262,0.713319034,5449,1.0736,1.061,1.0863,0.0201,0.0093,0.0309,1630,797,1431.5,685,"50,001-250,000"
40093,"Major County, Oklahoma",7730,0.855239327,0.003234153,0.017205692,0.005692109,0.0923674,0.131467793,0.870949295,0.167365612,28294,52056,41.7,0.712418576,0.820716137,652,1.0788,1.0375,1.1201,0.0204,-0.0119,0.0526,1515,1435,1361,692.5,"0-50,000"
29071,"Franklin County, Missouri",102413,0.952769668,0.008202084,0.001904055,0.005780516,0.016658041,0.106213594,0.877146801,0.203631241,27209,53849,40.7,0.845599865,0.908788345,2687,1.0162,1.0094,1.0231,0.0204,0.0086,0.0322,2160,2102,2394.5,692.5,"50,001-250,000"
13183,"Long County, Georgia",17857,0.585148681,0.239289914,0.002184017,0.008512068,0.11379291,0.199898069,0.864703175,0.155637368,20321,53083,31.6,0.435232512,0.665656115,1409,1.2012,1.1664,1.2359,0.0205,-0.0044,0.0455,419,571,565,694.5,"0-50,000"
1051,"Elmore County, Alabama",80989,0.734173777,0.212127573,0.002864587,0.005692131,0.028596476,0.135276424,0.863761352,0.228463403,26251,54981,38.5,0.65652762,0.767196626,4620,1.0815,1.0609,1.102,0.0208,0.0058,0.0357,1229,1091,1326,708,"50,001-250,000"
47141,"Putnam County, Tennessee",75565,0.888016939,0.02286773,0.002607027,0.01279693,0.060107192,0.232631695,0.85348533,0.247949501,23337,37802,36,0.947795467,0.953944707,9160,1.0151,1.0118,1.0185,0.021,0.0161,0.0259,2513,2367,2420.5,713,"50,001-250,000"
24023,"Garrett County, Maryland",29516,0.96625559,0.005759588,6.78E-04,0.003760672,0.010706058,0.114437353,0.890915895,0.196089438,26303,48174,45.4,0.846270702,1.022184594,4414,1.0133,1.0072,1.0194,0.0211,0.0142,0.028,2164,2532,2453.5,716,"0-50,000"
37105,"Lee County, North Carolina",59805,0.581657052,0.188529387,0.00662152,0.010383747,0.192943734,0.174580222,0.820052385,0.212209742,23613,49272,37.9,0.917504431,0.909336623,5190,1.0193,1.0138,1.0249,0.0212,0.0143,0.0281,2439,2107,2336.5,719,"50,001-250,000"
41003,"Benton County, Oregon",88249,0.812983717,0.009858469,0.004713934,0.065813777,0.071468232,0.206549149,0.954353117,0.537895525,30873,54682,32.8,0.837802853,0.938668593,10021,1.0215,1.0192,1.0237,0.0213,0.0143,0.0283,2122,2301,2304.5,723.5,"50,001-250,000"
13099,"Early County, Georgia",10405,0.460547814,0.505141759,7.69E-04,0.007592504,0.021528111,0.274743527,0.80373295,0.169705671,17972,29493,40.5,0.619680044,0.555002342,239,1.1962,1.024,1.3685,0.0213,-0.0552,0.0978,1059,241,585.5,723.5,"0-50,000"
31019,"Buffalo County, Nebraska",48834,0.873940288,0.010935004,0.00124913,0.012757505,0.086640455,0.144045099,0.938256699,0.335982829,28553,55053,32.9,0.988547239,0.957268756,4550,1.0108,1.0072,1.0144,0.0215,0.0161,0.0269,2563,2377,2498.5,729,"0-50,000"
6047,"Merced County, California",267390,0.288312951,0.029945024,0.002980665,0.073274992,0.582108531,0.233163361,0.688921961,0.137587665,20120,46338,30.8,0.673391008,0.741593324,9209,1.0612,1.0582,1.0643,0.0216,0.0102,0.0331,1304,935,1587.5,732,"250,001-1,000,000"
31143,"Polk County, Nebraska",5244,0.929061785,7.63E-04,0.003432494,5.72E-04,0.047864226,0.075666213,0.934489403,0.208642995,32424,63667,45.5,0.277849593,0.57254367,512,1.3645,1.1946,1.5345,0.0216,-0.0789,0.1221,114,278,217,732,"0-50,000"
45065,"McCormick County, South Carolina",9694,0.492160099,0.475036105,0.001650505,0.003610481,0.00876831,0.200828893,0.799196283,0.193268869,22836,40622,52.8,0.38703051,0.23485134,89,1.3446,1.0499,1.6394,0.0218,-0.26,0.3035,289,17,246,741,"0-50,000"
31055,"Douglas County, Nebraska",549706,0.702197174,0.109447596,0.003283573,0.034192823,0.122330846,0.134988271,0.897207969,0.379394513,32023,58640,34.3,0.892698271,0.901760044,79495,1.0579,1.0512,1.0646,0.0218,0.0199,0.0238,2368,2048,1626,741,"250,001-1,000,000"
37175,"Transylvania County, North Carolina",33291,0.893995374,0.04040131,0.004205341,0.006097744,0.031840437,0.155437847,0.875014993,0.299148375,26037,44559,50.6,0.820241282,0.920417817,3823,1.0261,1.0085,1.0437,0.0219,0.0117,0.0321,2047,2171,2218,745.5,"0-50,000"
38093,"Stutsman County, North Dakota",21058,0.929432995,0.010922215,0.014673758,0.005508595,0.0227467,0.110727357,0.909865933,0.240151255,31182,56088,39.7,0.951963303,0.950582895,999,1.0062,0.992,1.0204,0.022,0.0066,0.0375,2520,2355,2552,748,"0-50,000"
21107,"Hopkins County, Kentucky",45985,0.887876481,0.06238991,0.003305426,0.005458302,0.019462868,0.171983356,0.855814099,0.15699477,23288,44048,41.3,0.901949501,1.00308215,3737,1.0069,1.0034,1.0104,0.0221,0.0142,0.03,2387,2499,2548.5,750.5,"0-50,000"
48233,"Hutchinson County, Texas",21704,0.712956137,0.019858091,0.013177295,0.005528935,0.225165868,0.164269809,0.854905833,0.137264583,25154,50035,36.9,0.854192085,1.028513047,657,1.0209,1.003,1.0389,0.0222,0.0019,0.0424,2202,2540,2310.5,753.5,"0-50,000"
53025,"Grant County, Washington",93420,0.549229287,0.006668808,0.009623207,0.00997645,0.407011347,0.158669392,0.753350538,0.166752692,22508,52382,32.6,0.533261349,0.820350602,12152,1.4997,1.4262,1.5731,0.0225,0.0149,0.0301,737,1432,110,764,"50,001-250,000"
5009,"Boone County, Arkansas",37212,0.942357304,0.003842846,0.010587982,0.005079007,0.023272063,0.157615677,0.85226088,0.162296791,22288,40727,42.2,0.846623559,0.955107039,4613,1.0295,1.0265,1.0326,0.0226,0.0138,0.0314,2168,2369,2147,766.5,"0-50,000"
16059,"Lemhi County, Idaho",7755,0.933333333,0.001934236,0.006318504,0.002192134,0.032237266,0.171099175,0.900336134,0.22302521,22489,36031,52.9,0.741724873,0.833337676,260,1.041,1.0191,1.0628,0.0227,-0.0266,0.072,1667,1525,1910.5,771.5,"0-50,000"
